transaction_id,user_id,item_id,quantity,price_per_unit,total_price,timestamp,discount_applied,payment_method_x,item_name,stock_level,restock_threshold,supplier_id,cost_per_unit,selling_price,profit_margin,last_restock_date,warehouse_id,supplier_name,average_delivery_time,reliability_score,user_name,email,age,payment_method_y,location,total_stock_value,operating_costs,profit_generated,staff_count,space_utilization,category,year,month,day,weekday,avg_sales_7d,avg_sales_30d,profit_per_unit,discount_rate,adjusted_restock_time
T00292,262,958,7,697.89,4885.23,2025-01-11 18:21:16.971265,35,Debit Card,Item_967,0.24248496993987975,0.34090909090909094,12,197.66,373.67,0.30000000000000004,2024-08-16 18:21:16.960894,0,Supplier_13,13,93,User_263,user263@example.com,50,Net Banking,City_1,0.21569888600169806,0.9410577776752873,0.5525411334552102,0.951219512195122,0.0,1,2025,1,11,5,0.5625,0.5625,0.4510122768485668,0.013017499331836897,0.4999999999999997
T00293,311,80,8,935.28,7482.24,2024-11-04 18:21:16.971270,27,Debit Card,Item_81,0.7895791583166332,0.04545454545454544,18,478.58,316.37,0.475,2024-06-01 18:21:16.954533,9,Supplier_19,4,82,User_312,user312@example.com,36,PayPal,City_10,0.2651566801306954,0.0,0.3252589884216941,0.14634146341463414,0.48888888888888893,0,2024,11,4,0,0.6875,0.6875,0.21292307259109086,0.007493222211065368,0.38823529411764723
T00294,79,698,5,388.88,1944.4,2025-02-12 18:21:16.971275,49,Debit Card,Item_705,0.468937875751503,0.29545454545454547,3,303.22,761.28,0.375,2025-01-12 18:21:16.959102,3,Supplier_4,2,94,User_80,user80@example.com,50,Net Banking,City_4,1.0,0.4999711745782841,1.0,0.29268292682926833,0.8222222222222222,3,2025,2,12,2,0.5,0.5,0.649560736610914,0.03270596495621763,0.035294117647058865
T00295,164,544,5,31.09,155.45,2025-02-02 18:21:16.971280,47,Net Banking,Item_549,0.16432865731462926,0.5227272727272727,10,346.57,456.62,0.5,2024-06-24 18:21:16.958056,5,Supplier_11,4,84,User_165,user165@example.com,18,Debit Card,City_6,0.20901296663150581,0.17588119314185563,0.8070749542961608,0.0,0.04444444444444451,1,2025,2,2,6,0.5,0.5,0.40457988398941264,0.3923951501251625,0.3411764705882354
T00296,412,374,5,37.63,188.15,2024-09-22 18:21:16.971286,28,Credit Card,Item_377,0.014028056112224447,0.8409090909090909,17,497.89,310.7,0.45000000000000007,2024-04-02 18:21:16.956938,7,Supplier_18,10,97,User_413,user413@example.com,41,Net Banking,City_8,0.4920566518305076,0.7662027695465184,0.4961852528945765,0.0975609756097561,0.4222222222222223,0,2024,9,22,6,0.5,0.5,0.19533845807287267,0.19313914661059053,0.14117647058823546
T00297,251,829,1,893.1,893.1,2024-12-04 18:21:16.971291,41,Debit Card,Item_838,0.565130260521042,0.6818181818181819,19,271.49,205.71,0.19999999999999996,2024-07-03 18:21:16.960064,2,Supplier_20,8,78,User_252,user252@example.com,41,Net Banking,City_3,0.2477745761403689,1.0,0.5830956733698964,0.31707317073170727,1.0000000000000002,1,2024,12,4,2,0.0,0.0,0.2808047530551332,0.011915993632340697,1.0
T00298,11,152,6,725.29,4351.74,2024-10-05 18:21:16.971296,31,Net Banking,Item_154,0.4008016032064128,0.8863636363636364,8,368.84,479.69,0.9750000000000001,2024-07-12 18:21:16.954997,2,Supplier_9,6,82,User_12,user12@example.com,34,Net Banking,City_3,0.2477745761403689,1.0,0.5830956733698964,0.31707317073170727,1.0000000000000002,3,2024,10,5,5,0.625,0.625,0.40514304218054853,0.011094212989466883,0.6000000000000003
T00299,400,636,5,115.62,578.1,2024-09-24 18:21:16.971302,11,Debit Card,Item_642,0.09619238476953906,0.09090909090909091,14,333.34,960.76,0.9249999999999998,2024-10-03 18:21:16.958721,7,Supplier_15,10,94,User_401,user401@example.com,58,Credit Card,City_8,0.4920566518305076,0.7662027695465184,0.4961852528945765,0.0975609756097561,0.4222222222222223,2,2024,9,24,1,0.5,0.5,0.7687813256743821,0.024694839917871886,0.3176470588235298
T00300,303,565,8,64.04,512.32,2025-01-03 18:21:16.971307,29,Credit Card,Item_571,0.5891783567134268,0.5,13,279.23,927.32,0.9750000000000001,2024-07-06 18:21:16.958177,7,Supplier_14,2,95,User_304,user304@example.com,52,Net Banking,City_8,0.4920566518305076,0.7662027695465184,0.4961852528945765,0.0975609756097561,0.4222222222222223,1,2025,1,3,4,0.875,0.875,0.7833319254378555,0.1175420253645819,0.02352941176470591
T00301,211,729,8,806.78,6454.24,2024-11-04 18:21:16.971312,10,PayPal,Item_736,0.9238476953907815,0.6136363636363636,12,309.02,329.91,0.5750000000000001,2024-05-12 18:21:16.959387,7,Supplier_13,13,93,User_212,user212@example.com,47,Debit Card,City_8,0.4920566518305076,0.7662027695465184,0.4961852528945765,0.0975609756097561,0.4222222222222223,3,2024,11,4,0,0.5625,0.5625,0.3418159035873177,0.0032172986116575067,0.4999999999999997
T00302,281,754,2,811.76,1623.52,2024-10-29 18:21:16.971318,36,PayPal,Item_761,0.6853707414829658,1.0,12,290.92,725.46,0.19999999999999996,2024-08-03 18:21:16.959582,0,Supplier_13,13,93,User_282,user282@example.com,32,Net Banking,City_1,0.21569888600169806,0.9410577776752873,0.5525411334552102,0.951219512195122,0.0,4,2024,10,29,1,0.375,0.375,0.6330038857915188,0.011511219850801906,0.4999999999999997
T00303,111,238,6,129.32,775.92,2024-12-27 18:21:16.971323,19,Credit Card,Item_240,0.5490981963927856,0.2727272727272727,3,467.6,49.55,0.875,2024-11-01 18:21:16.955567,7,Supplier_4,2,94,User_112,user112@example.com,50,Credit Card,City_8,0.4920566518305076,0.7662027695465184,0.4961852528945765,0.0975609756097561,0.4222222222222223,0,2024,12,27,4,0.625,0.625,0.032825083065833205,0.03813593512553961,0.035294117647058865
T00304,210,371,6,308.51,1851.06,2025-01-17 18:21:16.971328,10,Net Banking,Item_374,0.3286573146292585,0.8636363636363636,5,258.87,680.05,0.8500000000000001,2024-03-14 18:21:16.956906,7,Supplier_6,4,77,User_211,user211@example.com,39,Credit Card,City_8,0.4920566518305076,0.7662027695465184,0.4961852528945765,0.0975609756097561,0.4222222222222223,3,2025,1,17,4,0.625,0.625,0.6235991439995494,0.00841351066063675,0.5058823529411764
T00305,377,892,3,782.23,2346.69,2025-02-04 18:21:16.971333,47,Net Banking,Item_901,0.26452905811623245,0.2272727272727273,19,213.26,103.9,0.9000000000000001,2024-11-21 18:21:16.960526,1,Supplier_20,8,78,User_378,user378@example.com,50,Debit Card,City_2,0.29580449715711754,0.4199863944009501,0.9101401584399758,0.6097560975609756,0.9777777777777776,4,2025,2,4,1,0.25,0.25,0.2501267105930056,0.015595880006380866,1.0
T00306,238,797,1,530.16,530.16,2024-12-08 18:21:16.971338,46,Credit Card,Item_805,0.6733466933867734,0.8181818181818182,0,440.52,176.44,0.7250000000000001,2024-03-18 18:21:16.959858,8,Supplier_1,3,83,User_239,user239@example.com,52,PayPal,City_9,0.0,0.7385188345305491,0.9472273004265692,0.4390243902439024,0.06666666666666687,1,2024,12,8,6,0.0,0.0,0.14121191642732445,0.022521502942507925,0.2647058823529413
T00307,267,791,7,957.02,6699.139999999999,2025-02-04 18:21:16.971344,37,PayPal,Item_799,0.024048096192384766,0.06818181818181818,1,466.62,803.81,0.125,2024-10-12 18:21:16.959797,6,Supplier_2,1,92,User_268,user268@example.com,43,PayPal,City_7,0.1781046592400113,0.46490793160303934,0.6753260207190737,0.8292682926829268,0.6888888888888889,1,2025,2,4,1,0.75,0.75,0.5644745734076702,0.010035227104426512,0.011764705882352886
T00308,404,202,5,486.25,2431.25,2024-11-15 18:21:16.971349,44,Debit Card,Item_204,0.058116232464929855,0.9318181818181818,7,203.15,629.79,0.5,2024-09-26 18:21:16.955292,7,Supplier_8,6,85,User_405,user405@example.com,46,Credit Card,City_8,0.4920566518305076,0.7662027695465184,0.4961852528945765,0.0975609756097561,0.4222222222222223,4,2024,11,15,4,0.5,0.5,0.627442698654052,0.023487649491449648,0.4941176470588237
T00309,297,605,5,680.19,3400.9500000000003,2024-11-06 18:21:16.971356,15,PayPal,Item_611,0.3186372745490982,0.29545454545454547,19,30.38,168.07,0.475,2024-10-06 18:21:16.958483,1,Supplier_20,8,78,User_298,user298@example.com,22,Debit Card,City_2,0.29580449715711754,0.4199863944009501,0.9101401584399758,0.6097560975609756,0.9777777777777776,4,2024,11,6,2,0.5,0.5,0.42403699949315765,0.005724103942824159,1.0
T00310,316,348,8,514.69,4117.52,2025-01-25 18:21:16.971366,34,Debit Card,Item_350,0.6472945891783567,0.09090909090909091,12,187.72,240.55,0.8,2024-08-30 18:21:16.956677,3,Supplier_13,13,93,User_317,user317@example.com,40,Credit Card,City_4,1.0,0.4999711745782841,1.0,0.29268292682926833,0.8222222222222222,0,2025,1,25,5,0.875,0.875,0.3642999943684181,0.017146665743077088,0.4999999999999997
T00311,57,681,5,943.54,4717.7,2024-11-09 18:21:16.971375,49,Credit Card,Item_688,0.8416833667334669,0.8863636363636364,8,364.41,722.8,0.375,2024-11-02 18:21:16.958990,6,Supplier_9,6,82,User_58,user58@example.com,54,Credit Card,City_7,0.1781046592400113,0.46490793160303934,0.6753260207190737,0.8292682926829268,0.6888888888888889,1,2024,11,9,5,0.625,0.625,0.5793982654727712,0.013479763075411655,0.6000000000000003
T00312,437,767,5,404.67,2023.35,2025-01-14 18:21:16.971384,0,Credit Card,Item_774,0.9839679358717434,0.25,19,146.18,277.05,0.525,2024-03-03 18:21:16.959661,5,Supplier_20,8,78,User_438,user438@example.com,29,PayPal,City_6,0.20901296663150581,0.17588119314185563,0.8070749542961608,0.0,0.04444444444444451,4,2025,1,14,1,0.5,0.5,0.4192360759137242,0.0,1.0
T00313,33,775,1,237.5,237.5,2024-12-02 18:21:16.971394,24,Credit Card,Item_783,0.04008016032064128,0.6590909090909091,0,245.39,999.47,0.875,2024-10-20 18:21:16.959710,6,Supplier_1,3,83,User_34,user34@example.com,44,Credit Card,City_7,0.1781046592400113,0.46490793160303934,0.6753260207190737,0.8292682926829268,0.6888888888888889,2,2024,12,2,0,0.0,0.0,0.8579433462859718,0.02622974828375286,0.2647058823529413
T00314,262,141,2,333.37,666.74,2024-12-15 18:21:16.971403,48,PayPal,Item_143,0.20841683366733466,0.8636363636363636,17,287.29,729.75,0.0,2024-03-20 18:21:16.954936,0,Supplier_18,10,97,User_263,user263@example.com,50,Net Banking,City_1,0.21569888600169806,0.9410577776752873,0.5525411334552102,0.951219512195122,0.0,2,2024,12,15,6,0.125,0.125,0.6385791518837641,0.03737328024352104,0.14117647058823546
T00315,364,187,5,854.25,4271.25,2024-12-23 18:21:16.971412,26,Credit Card,Item_189,0.81563126252505,0.5,5,94.49,299.73,0.8500000000000001,2025-01-14 18:21:16.955188,7,Supplier_6,4,77,User_365,user365@example.com,21,PayPal,City_8,0.4920566518305076,0.7662027695465184,0.4961852528945765,0.0975609756097561,0.4222222222222223,4,2024,12,23,0,0.25,0.25,0.47158866925719434,0.007900141237546284,0.5058823529411764
T00316,34,270,7,502.96,3520.72,2024-11-21 18:21:16.971421,31,PayPal,Item_272,0.8276553106212424,0.8863636363636364,3,245.66,823.05,0.25,2025-02-07 18:21:16.955881,6,Supplier_4,2,94,User_35,user35@example.com,52,Net Banking,City_7,0.1781046592400113,0.46490793160303934,0.6753260207190737,0.8292682926829268,0.6888888888888889,0,2024,11,21,3,0.75,0.75,0.7335628202962212,0.015998333344859304,0.035294117647058865
T00317,270,527,3,360.71,1082.13,2025-01-26 18:21:16.971430,5,Net Banking,Item_532,0.7675350701402806,0.4545454545454546,14,102.36,631.75,0.625,2025-01-17 18:21:16.957946,3,Supplier_15,10,94,User_271,user271@example.com,41,PayPal,City_4,1.0,0.4999711745782841,1.0,0.29268292682926833,0.8222222222222222,1,2025,1,26,6,0.25,0.25,0.6997733288280679,0.003597976454649224,0.3176470588235298
T00318,448,836,1,548.82,548.82,2024-12-09 18:21:16.971440,40,Debit Card,Item_845,0.3226452905811623,0.7727272727272727,13,470.96,804.67,0.9249999999999998,2024-09-13 18:21:16.960115,0,Supplier_14,2,95,User_449,user449@example.com,22,Net Banking,City_1,0.21569888600169806,0.9410577776752873,0.5525411334552102,0.951219512195122,0.0,2,2024,12,9,0,0.0,0.0,0.5620248352762292,0.018918058189665413,0.02352941176470591
T00319,473,298,2,141.9,283.8,2024-09-05 18:21:16.971449,35,Debit Card,Item_300,0.3386773547094188,0.34090909090909094,2,473.15,577.04,0.75,2024-12-29 18:21:16.956162,7,Supplier_3,4,97,User_474,user474@example.com,30,Net Banking,City_8,0.4920566518305076,0.7662027695465184,0.4961852528945765,0.0975609756097561,0.4222222222222223,4,2024,9,5,3,0.5416666666666666,0.5416666666666666,0.4002435659176663,0.06402242853203419,0.035294117647058865
T00320,226,422,3,15.31,45.93,2024-12-07 18:21:16.971456,38,Debit Card,Item_426,0.813627254509018,0.0,8,429.48,260.31,0.9750000000000001,2024-03-19 18:21:16.957248,9,Supplier_9,6,82,User_227,user227@example.com,52,PayPal,City_10,0.2651566801306954,0.0,0.3252589884216941,0.14634146341463414,0.48888888888888893,4,2024,12,7,5,0.25,0.25,0.2080235963282086,0.644250702865419,0.6000000000000003
T00321,24,45,9,287.78,2590.0199999999995,2024-12-03 18:21:16.971461,22,Credit Card,Item_46,0.08416833667334668,0.9772727272727272,11,480.1,451.06,0.55,2024-09-19 18:21:16.954144,6,Supplier_12,6,90,User_25,user25@example.com,29,Credit Card,City_7,0.1781046592400113,0.46490793160303934,0.6753260207190737,0.8292682926829268,0.6888888888888889,3,2024,12,3,1,1.0,1.0,0.3066677929830489,0.01984305644106156,0.3176470588235294
T00322,233,93,8,608.96,4871.68,2024-12-29 18:21:16.971467,28,Debit Card,Item_95,0.5350701402805611,0.43181818181818177,5,143.9,742.19,0.55,2024-04-19 18:21:16.954633,7,Supplier_6,4,77,User_234,user234@example.com,58,Credit Card,City_8,0.4920566518305076,0.7662027695465184,0.4961852528945765,0.0975609756097561,0.4222222222222223,4,2024,12,29,6,0.875,0.875,0.7482753280396464,0.011934816879526603,0.5058823529411764
T00323,58,921,4,714.56,2858.24,2024-09-25 18:21:16.971472,29,Credit Card,Item_930,0.9899799599198396,0.7272727272727273,3,100.37,356.51,0.32500000000000007,2024-06-09 18:21:16.960695,9,Supplier_4,2,94,User_59,user59@example.com,40,Credit Card,City_10,0.2651566801306954,0.0,0.3252589884216941,0.14634146341463414,0.48888888888888893,0,2024,9,25,2,0.25,0.25,0.5074196091682154,0.01053430265386787,0.035294117647058865
T00324,250,63,8,828.34,6626.72,2024-09-30 18:21:16.971477,21,PayPal,Item_64,0.0721442885771543,0.8181818181818182,11,494.81,354.57,0.04999999999999999,2024-06-15 18:21:16.954267,0,Supplier_12,6,90,User_251,user251@example.com,57,Net Banking,City_1,0.21569888600169806,0.9410577776752873,0.5525411334552102,0.951219512195122,0.0,2,2024,9,30,0,0.875,0.875,0.2283888044151602,0.00658047367653064,0.3176470588235294
T00325,334,410,9,927.4,8346.6,2025-02-07 18:21:16.971482,10,Credit Card,Item_413,0.21442885771543085,0.7954545454545455,14,256.9,782.89,0.07500000000000001,2024-07-10 18:21:16.957175,4,Supplier_15,10,94,User_335,user335@example.com,33,PayPal,City_5,0.6569888600169801,0.6859758558267707,0.0,1.0000000000000002,0.26666666666666683,3,2025,2,7,4,1.0,1.0,0.6973799065157402,0.0027988485808853173,0.3176470588235298
T00326,85,637,3,417.99,1253.97,2024-11-04 18:21:16.971488,25,Debit Card,Item_643,0.156312625250501,0.5681818181818182,17,420.35,54.14,0.825,2025-01-31 18:21:16.958727,8,Supplier_18,10,97,User_86,user86@example.com,56,Net Banking,City_9,0.0,0.7385188345305491,0.9472273004265692,0.4390243902439024,0.06666666666666687,2,2024,11,4,0,0.25,0.25,0.06931773385143886,0.015524606891989302,0.14117647058823546
T00327,250,8,6,743.11,4458.66,2024-10-15 18:21:16.971493,22,Credit Card,Item_9,0.843687374749499,0.2272727272727273,7,317.57,695.98,0.7,2025-01-12 18:21:16.953935,4,Supplier_8,6,85,User_251,user251@example.com,57,Net Banking,City_5,0.6569888600169801,0.6859758558267707,0.0,1.0000000000000002,0.26666666666666683,2,2024,10,15,1,0.5,0.5,0.5934912992059469,0.007684508057499826,0.4941176470588237
T00328,389,454,8,83.93,671.44,2024-09-27 18:21:16.971498,2,Credit Card,Item_459,0.2925851703406813,0.5,9,319.28,172.09,0.525,2024-07-29 18:21:16.957443,9,Supplier_10,10,87,User_390,user390@example.com,19,Credit Card,City_10,0.2651566801306954,0.0,0.3252589884216941,0.14634146341463414,0.48888888888888893,0,2024,9,27,4,0.875,0.875,0.2234963676296672,0.0061852786224545295,0.7294117647058824
T00329,179,708,7,66.95,468.65,2025-02-18 18:21:16.971504,47,PayPal,Item_715,0.561122244488978,0.022727272727272707,13,330.86,498.05,0.125,2024-05-02 18:21:16.959181,2,Supplier_14,2,95,User_180,user180@example.com,28,Net Banking,City_3,0.2477745761403689,1.0,0.5830956733698964,0.31707317073170727,1.0000000000000002,4,2025,2,18,1,0.75,0.75,0.4448034577912936,0.1822190473098029,0.02352941176470591
T00330,206,406,9,133.55,1201.95,2024-09-19 18:21:16.971509,5,Credit Card,Item_409,0.7414829659318637,0.3181818181818182,13,402.19,689.81,0.4,2025-01-14 18:21:16.957143,8,Supplier_14,2,95,User_207,user207@example.com,34,PayPal,City_9,0.0,0.7385188345305491,0.9472273004265692,0.4390243902439024,0.06666666666666687,0,2024,9,19,3,1.0,1.0,0.5295798839894126,0.009717904058079534,0.02352941176470591
T00331,343,465,7,454.08,3178.56,2024-11-23 18:21:16.971514,6,Debit Card,Item_470,0.41482965931863724,0.34090909090909094,16,88.56,174.87,0.7749999999999999,2024-09-14 18:21:16.957529,8,Supplier_17,2,97,User_344,user344@example.com,29,Debit Card,City_9,0.0,0.7385188345305491,0.9472273004265692,0.4390243902439024,0.06666666666666687,4,2024,11,23,5,0.75,0.75,0.3878681646674551,0.0034297729570732603,0.0
T00332,148,801,1,219.17,219.17,2024-12-11 18:21:16.971520,43,Credit Card,Item_810,0.8176352705410821,0.15909090909090906,11,158.3,583.97,0.7749999999999999,2024-04-03 18:21:16.959890,3,Supplier_12,6,90,User_149,user149@example.com,56,Net Banking,City_4,1.0,0.4999711745782841,1.0,0.29268292682926833,0.8222222222222222,3,2024,12,11,2,0.0,0.0,0.6267598693472997,0.050925328958461864,0.3176470588235294
T00333,70,501,9,294.06,2646.54,2024-10-08 18:21:16.971525,38,Net Banking,Item_506,0.1282565130260521,0.6136363636363636,13,474.15,219.39,0.42500000000000004,2024-11-21 18:21:16.957792,3,Supplier_14,2,95,User_71,user71@example.com,23,Net Banking,City_4,1.0,0.4999711745782841,1.0,0.29268292682926833,0.8222222222222222,0,2024,10,8,1,0.6875,0.6875,0.14777270935405756,0.03354240039743441,0.02352941176470591
T00334,120,679,5,651.4,3257.0,2025-01-07 18:21:16.971530,21,Credit Card,Item_686,0.9198396793587174,0.11363636363636365,17,133.16,876.02,0.04999999999999999,2024-09-17 18:21:16.958979,7,Supplier_18,10,97,User_121,user121@example.com,28,Credit Card,City_8,0.4920566518305076,0.7662027695465184,0.4961852528945765,0.0975609756097561,0.4222222222222223,0,2025,1,7,1,0.5,0.5,0.850045052655291,0.008367929943532993,0.14117647058823546
T00335,252,72,6,364.94,2189.64,2025-01-09 18:21:16.971536,47,Net Banking,Item_73,0.36472945891783565,0.18181818181818182,3,322.7,61.14,0.4,2024-10-24 18:21:16.954335,6,Supplier_4,2,94,User_253,user253@example.com,49,Net Banking,City_7,0.1781046592400113,0.46490793160303934,0.6753260207190737,0.8292682926829268,0.6888888888888889,1,2025,1,9,3,0.625,0.625,0.1429858647294025,0.03342896152077411,0.035294117647058865
T00336,92,83,2,561.8,1123.6,2024-09-22 18:21:16.971543,49,Debit Card,Item_84,0.09018036072144288,0.6590909090909091,3,161.11,450.27,0.42500000000000004,2024-06-15 18:21:16.954552,4,Supplier_4,2,94,User_93,user93@example.com,59,Debit Card,City_5,0.6569888600169801,0.6859758558267707,0.0,1.0000000000000002,0.26666666666666683,0,2024,9,22,6,0.25,0.25,0.5306639635073492,0.02263918770411875,0.035294117647058865
T00337,255,58,2,418.28,836.56,2024-09-30 18:21:16.971552,41,Net Banking,Item_59,0.6192384769539078,0.8863636363636364,17,67.84,868.39,0.8500000000000001,2024-08-05 18:21:16.954240,5,Supplier_18,10,97,User_256,user256@example.com,19,Debit Card,City_6,0.20901296663150581,0.17588119314185563,0.8070749542961608,0.0,0.04444444444444451,1,2024,9,30,0,0.5625,0.5625,0.8906557977135778,0.025442703244342255,0.14117647058823546
T00338,253,20,4,177.28,709.12,2024-11-30 18:21:16.971560,32,Net Banking,Item_21,0.9338677354709418,0.6363636363636364,4,304.16,234.99,0.475,2024-10-25 18:21:16.954004,2,Supplier_5,8,99,User_254,user254@example.com,39,Credit Card,City_3,0.2477745761403689,1.0,0.5830956733698964,0.31707317073170727,1.0000000000000002,4,2024,11,30,5,0.375,0.375,0.27841837022019483,0.04685292732695025,0.011764705882352955
T00339,351,453,4,83.28,333.12,2024-11-24 18:21:16.971569,39,Net Banking,Item_458,0.655310621242485,0.8636363636363636,4,65.64,964.71,0.10000000000000003,2024-08-08 18:21:16.957437,5,Supplier_5,8,99,User_352,user352@example.com,47,PayPal,City_6,0.20901296663150581,0.17588119314185563,0.8070749542961608,0.0,0.04444444444444451,4,2024,11,24,6,0.375,0.375,0.9600087289519628,0.12155431650169152,0.011764705882352955
T00340,287,909,5,243.87,1219.35,2024-12-27 18:21:16.971579,2,Net Banking,Item_918,0.8817635270541081,0.13636363636363635,9,211.5,837.93,0.7250000000000001,2024-07-18 18:21:16.960617,7,Supplier_10,10,87,User_288,user288@example.com,39,Credit Card,City_8,0.4920566518305076,0.7662027695465184,0.4961852528945765,0.0975609756097561,0.4222222222222223,4,2024,12,27,4,0.5,0.5,0.7680844174128513,0.0021287179020896734,0.7294117647058824
T00341,308,155,7,67.12,469.84,2024-10-23 18:21:16.971588,29,Net Banking,Item_157,0.05410821643286573,0.6363636363636364,11,70.93,890.11,0.025000000000000022,2024-06-02 18:21:16.955014,9,Supplier_12,6,90,User_309,user309@example.com,47,Debit Card,City_10,0.2651566801306954,0.0,0.3252589884216941,0.14634146341463414,0.48888888888888893,1,2024,10,23,2,0.75,0.75,0.9037703440896547,0.11214826138778047,0.3176470588235294
T00342,58,822,1,622.43,622.43,2024-12-03 18:21:16.971597,47,Credit Card,Item_831,0.5430861723446894,0.2272727272727273,7,284.88,629.58,0.875,2024-08-01 18:21:16.960024,8,Supplier_8,6,85,User_59,user59@example.com,40,Credit Card,City_9,0.0,0.7385188345305491,0.9472273004265692,0.4390243902439024,0.06666666666666687,4,2024,12,3,1,0.0,0.0,0.5697612209269585,0.019599899133061233,0.4941176470588237
T00343,68,327,4,797.76,3191.04,2024-10-02 18:21:16.971606,23,PayPal,Item_329,0.6833667334669338,0.43181818181818177,1,350.03,750.05,0.125,2024-07-31 18:21:16.956452,2,Supplier_2,1,92,User_69,user69@example.com,19,Net Banking,City_3,0.2477745761403689,1.0,0.5830956733698964,0.31707317073170727,1.0000000000000002,2,2024,10,2,2,0.375,0.375,0.6087036098440052,0.007483453670276775,0.011764705882352886
T00344,445,567,9,346.34,3117.06,2025-01-05 18:21:16.971614,2,Net Banking,Item_573,0.783567134268537,0.25,18,101.75,424.73,0.22499999999999998,2024-05-06 18:21:16.958188,7,Supplier_19,4,82,User_446,user446@example.com,48,Debit Card,City_8,0.4920566518305076,0.7662027695465184,0.4961852528945765,0.0975609756097561,0.4222222222222223,0,2025,1,5,6,1.0,1.0,0.554471476037619,0.0014989040676289447,0.38823529411764723
T00345,387,570,8,393.24,3145.92,2024-09-09 18:21:16.971620,1,Debit Card,Item_576,0.23847695390781562,0.04545454545454544,4,167.28,984.73,0.375,2024-09-03 18:21:16.958205,2,Supplier_5,8,99,User_388,user388@example.com,29,Debit Card,City_3,0.2477745761403689,1.0,0.5830956733698964,0.31707317073170727,1.0000000000000002,1,2024,9,9,0,0.5625,0.5625,0.9025525145013236,0.0006600681959905003,0.011764705882352955
T00346,85,828,3,818.03,2454.09,2024-11-16 18:21:16.971625,43,Debit Card,Item_837,0.9198396793587174,0.9545454545454545,8,47.92,179.11,0.7749999999999999,2024-11-11 18:21:16.960058,1,Supplier_9,6,82,User_86,user86@example.com,56,Net Banking,City_2,0.29580449715711754,0.4199863944009501,0.9101401584399758,0.6097560975609756,0.9777777777777776,4,2024,11,16,5,0.5,0.5,0.41946133919017853,0.013644125946268579,0.6000000000000003
T00347,273,674,6,230.39,1382.34,2024-11-29 18:21:16.971630,39,Credit Card,Item_680,0.280561122244489,0.8863636363636364,9,335.13,423.8,0.55,2024-06-02 18:21:16.958940,4,Supplier_10,10,87,User_274,user274@example.com,53,Net Banking,City_5,0.6569888600169801,0.6859758558267707,0.0,1.0000000000000002,0.26666666666666683,2,2024,11,29,4,0.625,0.625,0.389529481331306,0.043938727715008764,0.7294117647058824
T00348,226,201,9,127.97,1151.73,2024-11-02 18:21:16.971635,18,PayPal,Item_203,0.24248496993987975,0.6818181818181819,1,145.23,829.9,0.275,2024-08-19 18:21:16.955287,3,Supplier_2,1,92,User_227,user227@example.com,52,PayPal,City_4,1.0,0.4999711745782841,1.0,0.29268292682926833,0.8222222222222222,0,2024,11,2,5,1.0,1.0,0.8090823337275441,0.03650991570714603,0.011764705882352886
T00349,80,635,8,506.11,4048.88,2024-10-08 18:21:16.971640,23,PayPal,Item_641,0.406813627254509,0.2727272727272727,6,124.97,26.8,0.525,2024-06-15 18:21:16.958716,4,Supplier_7,2,90,User_81,user81@example.com,18,Debit Card,City_5,0.6569888600169801,0.6859758558267707,0.0,1.0000000000000002,0.26666666666666683,0,2024,10,8,1,0.875,0.875,0.25800388579151884,0.011795854656102427,0.08235294117647055
T00350,497,750,7,649.73,4548.110000000001,2024-10-25 18:21:16.971646,49,Net Banking,Item_757,0.939879759519038,0.34090909090909094,14,134.89,854.02,0.04999999999999999,2025-02-07 18:21:16.959555,5,Supplier_15,10,94,User_498,user498@example.com,27,Net Banking,City_6,0.20901296663150581,0.17588119314185563,0.8070749542961608,0.0,0.04444444444444451,4,2024,10,25,4,0.625,0.625,0.8333403728107225,0.019575355381733817,0.3176470588235298
T00351,113,104,7,603.66,4225.62,2025-02-10 18:21:16.971651,19,Debit Card,Item_106,0.3046092184368737,0.2272727272727273,19,94.54,354.34,0.9750000000000001,2024-09-17 18:21:16.954693,2,Supplier_20,8,78,User_114,user114@example.com,36,Credit Card,City_3,0.2477745761403689,1.0,0.5830956733698964,0.31707317073170727,1.0000000000000002,2,2025,2,10,0,0.75,0.75,0.509996057892662,0.008169729865213502,1.0
T00352,183,824,1,716.73,716.73,2025-02-11 18:21:16.971656,46,Debit Card,Item_833,0.9298597194388777,0.8409090909090909,15,22.04,838.08,0.75,2024-09-26 18:21:16.960035,0,Supplier_16,12,97,User_184,user184@example.com,57,PayPal,City_1,0.21569888600169806,0.9410577776752873,0.5525411334552102,0.951219512195122,0.0,1,2025,2,11,1,0.0,0.0,0.9015599481894465,0.016658992926206522,0.17647058823529432
T00353,279,120,5,66.18,330.90000000000003,2024-11-28 18:21:16.971661,48,Credit Card,Item_122,0.32064128256513025,0.25,0,498.28,77.36,0.95,2024-08-24 18:21:16.954798,3,Supplier_1,3,83,User_280,user280@example.com,29,Credit Card,City_4,1.0,0.4999711745782841,1.0,0.29268292682926833,0.8222222222222222,4,2024,11,28,3,0.5,0.5,0.030804753055133194,0.18826126374709287,0.2647058823529413
